,crc,take_type,allo_block,wap,sd1_7,max_rate_wap,in_sw_allo,sd1_150,sd1_30,rate_ratio,ExtSiteID
539,CRC952061.1,Take Surface Water,A,K37/2635,100.0,85.0,True,100.0,100.0,1.0,168833
540,CRC952441,Take Surface Water,A,K36/0867,100.0,240.0,True,100.0,100.0,1.0,168834
541,CRC952441,Take Surface Water,A,K36/0867,100.0,240.0,True,100.0,100.0,1.0,68801
542,CRC960085,Take Groundwater,A,K37/0348,62.0,12.0,True,92.0,81.0,1.0,68801
543,CRC961553.1,Take Groundwater,A,K36/0150,46.0,96.0,True,87.0,72.0,0.3333333333333333,68801
544,CRC961553.1,Take Groundwater,A,K36/0150,46.0,96.0,True,87.0,72.0,0.3333333333333333,168833
545,CRC961553.1,Take Groundwater,A,K36/0151,11.0,96.0,True,73.0,44.0,0.3333333333333333,68801
546,CRC961553.1,Take Groundwater,A,K36/0151,11.0,96.0,True,73.0,44.0,0.3333333333333333,168833
547,CRC961553.1,Take Groundwater,A,K36/0323,11.0,96.0,True,73.0,44.0,0.3333333333333333,68801
548,CRC961553.1,Take Groundwater,A,K36/0323,11.0,96.0,True,73.0,44.0,0.3333333333333333,168833
549,CRC961684,Take Groundwater,A,K36/0152,1.0,10.0,False,59.0,23.0,1.0,168834
550,CRC961684,Take Groundwater,A,K36/0152,1.0,10.0,False,59.0,23.0,1.0,68801
551,CRC961684,Take Groundwater,A,K36/0152,1.0,10.0,False,59.0,23.0,1.0,168837
552,CRC970921.1,Take Groundwater,A,K37/0692,0.0,7.0,True,0.0,0.0,1.0,68801
553,CRC970931.1,Take Groundwater,A,K36/0179,88.0,45.5,True,97.0,94.0,1.0,168834
554,CRC970931.1,Take Groundwater,A,K36/0179,88.0,45.5,True,97.0,94.0,1.0,68801
555,CRC970931.1,Take Groundwater,A,K36/0179,88.0,45.5,True,97.0,94.0,1.0,168837
556,CRC980368.2,Take Groundwater,A,K36/0186,34.0,42.0,True,84.0,64.0,0.328125,68801
557,CRC980368.2,Take Groundwater,A,K36/0186,34.0,42.0,True,84.0,64.0,0.328125,168833
558,CRC980368.2,Take Groundwater,A,K36/0186,34.0,42.0,True,84.0,64.0,0.328125,168841
559,CRC980368.2,Take Groundwater,A,K36/0186,34.0,42.0,True,84.0,64.0,0.328125,168846
560,CRC981296.1,Take Groundwater,A,K37/0770,0.0,7.5,True,0.0,0.0,1.0,1688218
561,CRC981478.1,Take Groundwater,A,K37/0158,60.0,10.0,True,91.0,80.0,1.0,1688218
562,CRC981478.1,Take Groundwater,A,K37/0158,60.0,10.0,True,91.0,80.0,1.0,168840
563,CRC990492.1,Take Groundwater,A,K37/0829,61.0,4.0,True,91.0,81.0,1.0,68801
564,CRC990492.1,Take Groundwater,A,K37/0829,61.0,4.0,True,91.0,81.0,1.0,168833
565,CRC990562,Take Groundwater,A,K36/0210,0.0,39.0,True,0.0,0.0,0.5,168834
566,CRC990562,Take Groundwater,A,K36/0210,0.0,39.0,True,0.0,0.0,0.5,68801
567,CRC990562,Take Groundwater,A,K36/0210,0.0,39.0,True,0.0,0.0,0.5,168837
568,CRC990562,Take Groundwater,A,K36/0239,0.0,39.0,True,0.0,0.0,0.5,168834
569,CRC990562,Take Groundwater,A,K36/0239,0.0,39.0,True,0.0,0.0,0.5,68801
570,CRC990562,Take Groundwater,A,K36/0239,0.0,39.0,True,0.0,0.0,0.5,168837
571,CRC990718.1,Take Surface Water,A,K36/0874,100.0,114.0,True,100.0,100.0,0.3333333333333333,168834
572,CRC990718.1,Take Surface Water,A,K36/0874,100.0,114.0,True,100.0,100.0,0.3333333333333333,68801
573,CRC990718.1,Take Surface Water,A,K36/0874,100.0,114.0,True,100.0,100.0,0.3333333333333333,168837
574,CRC990718.1,Take Surface Water,A,K36/0875,100.0,114.0,True,100.0,100.0,0.3333333333333333,168834
575,CRC990718.1,Take Surface Water,A,K36/0875,100.0,114.0,True,100.0,100.0,0.3333333333333333,68801
576,CRC990718.1,Take Surface Water,A,K36/0875,100.0,114.0,True,100.0,100.0,0.3333333333333333,168837
577,CRC990718.1,Take Surface Water,A,K36/0876,100.0,114.0,True,100.0,100.0,0.3333333333333333,168834
578,CRC990718.1,Take Surface Water,A,K36/0876,100.0,114.0,True,100.0,100.0,0.3333333333333333,68801
579,CRC990718.1,Take Surface Water,A,K36/0876,100.0,114.0,True,100.0,100.0,0.3333333333333333,168837
580,CRC991408,Take Groundwater,A,K37/0341,81.0,12.6,True,96.0,91.0,1.0,68801
581,CRC991516.1,Take Groundwater,A,K36/0213,80.0,130.0,True,96.0,90.0,0.25,68801
582,CRC991516.1,Take Groundwater,A,K36/0213,80.0,130.0,True,96.0,90.0,0.25,168833
583,CRC991516.1,Take Groundwater,A,K36/0548,100.0,130.0,True,100.0,100.0,0.25,68801
584,CRC991516.1,Take Groundwater,A,K36/0548,100.0,130.0,True,100.0,100.0,0.25,168833
585,CRC991516.1,Take Groundwater,A,K36/0551,47.0,130.0,True,88.0,73.0,0.25,68801
586,CRC991516.1,Take Groundwater,A,K36/0551,47.0,130.0,True,88.0,73.0,0.25,168833
587,CRC991516.1,Take Groundwater,A,K36/0552,40.0,130.0,True,86.0,69.0,0.25,68801
588,CRC991516.1,Take Groundwater,A,K36/0552,40.0,130.0,True,86.0,69.0,0.25,168833
589,CRC992268,Take Groundwater,A,K37/0905,77.0,7.0,True,95.0,89.0,1.0,68801
590,CRC992268,Take Groundwater,A,K37/0905,77.0,7.0,True,95.0,89.0,1.0,168833
