,Flow,Flow,Flow,Flow,Flow,Flow,Flow,Flow,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow
2012-10-22,18.869,0.095,31.324,60.179,6.589,1.102,70.053,22.069,0.215,0.004,3.892,1.074,0.46,0.883,4.974,0.0,19.084,0.1,35.216,61.254,7.048,1.985,75.027,22.069
2012-10-23,19.291,0.081,32.402,65.11,5.6,1.439,73.206,18.532,0.214,0.005,3.919,1.092,0.472,0.887,5.02,0.0,19.505,0.086,36.321,66.203,6.072,2.326,78.226,18.532
2012-10-24,16.023,0.067,32.943,67.668,4.502,0.948,74.8,16.587,0.214,0.005,3.948,1.111,0.485,0.89,5.068,0.0,16.237,0.072,36.891,68.779,4.988,1.838,79.868,16.587
2012-10-25,13.899,0.059,29.322,51.599,3.648,0.808,64.281,14.807,0.213,0.005,3.979,1.131,0.499,0.893,5.119,0.0,14.112,0.064,33.301,52.73,4.147,1.701,69.4,14.807
2012-10-26,12.357,0.052,29.944,54.183,2.892,0.783,66.061,13.793,0.213,0.005,4.011,1.151,0.514,0.897,5.172,0.0,12.57,0.057,33.955,55.335,3.405,1.679,71.233,13.793
2012-10-27,11.217,0.047,27.986,46.292,2.603,0.726,60.497,13.846,0.212,0.005,4.045,1.173,0.528,0.9,5.227,0.0,11.429,0.053,32.031,47.465,3.131,1.626,65.724,13.846
2012-10-28,10.37,0.042,29.456,52.151,3.442,0.994,64.664,16.418,0.211,0.006,4.08,1.194,0.544,0.903,5.284,0.0,10.581,0.048,33.535,53.345,3.985,1.898,69.948,16.418
2012-10-29,9.315,0.042,28.014,46.398,2.753,0.879,60.574,14.446,0.21,0.006,4.116,1.216,0.559,0.907,5.342,0.0,9.526,0.048,32.129,47.614,3.312,1.785,65.916,14.446
2012-10-30,8.517,0.043,25.459,37.138,2.31,0.818,53.486,14.055,0.21,0.006,4.153,1.238,0.574,0.91,5.401,0.0,8.727,0.049,29.612,38.376,2.885,1.728,58.887,14.055
2012-10-31,7.981,0.045,24.351,33.482,2.169,0.817,50.476,14.105,0.209,0.006,4.191,1.26,0.589,0.914,5.461,0.0,8.189,0.051,28.542,34.742,2.758,1.731,55.937,14.105
2012-11-01,7.371,0.039,23.393,30.495,2.19,0.876,47.907,14.29,0.208,0.007,4.229,1.282,0.604,0.918,5.523,0.0,7.578,0.045,27.623,31.777,2.794,1.794,53.43,14.29
2012-11-02,6.789,0.043,22.714,28.475,2.24,1.002,46.106,15.071,0.207,0.007,4.269,1.304,0.619,0.921,5.584,0.0,6.996,0.05,26.984,29.779,2.859,1.923,51.69,15.071
2012-11-03,11.665,0.05,26.416,40.47,4.663,1.231,56.118,20.925,0.206,0.007,4.309,1.325,0.634,0.925,5.646,0.0,11.87,0.057,30.726,41.795,5.297,2.157,61.764,20.925
2012-11-04,9.907,0.05,25.892,38.624,3.072,1.775,54.672,16.872,0.205,0.007,4.35,1.346,0.648,0.929,5.708,0.0,10.112,0.057,30.242,39.97,3.72,2.704,60.38,16.872
2012-11-05,10.673,0.046,24.065,32.574,2.485,0.86,49.706,14.358,0.204,0.007,4.392,1.366,0.661,0.933,5.77,0.0,10.877,0.053,28.457,33.94,3.146,1.794,55.476,14.358
2012-11-06,14.233,0.051,24.984,35.545,2.102,1.004,52.191,12.499,0.203,0.008,4.433,1.385,0.674,0.937,5.831,0.0,14.436,0.058,29.418,36.93,2.776,1.941,58.022,12.499
2012-11-07,12.83,0.048,21.954,26.303,1.801,0.699,44.106,11.564,0.203,0.008,4.475,1.403,0.686,0.941,5.892,0.0,13.033,0.055,26.429,27.707,2.487,1.641,49.998,11.564
2012-11-08,10.929,0.046,19.955,21.062,1.603,0.553,38.953,10.886,0.202,0.008,4.518,1.421,0.697,0.945,5.951,0.0,11.131,0.054,24.473,22.482,2.3,1.499,44.904,10.886
2012-11-09,9.679,0.044,18.379,17.39,1.468,0.503,34.998,10.595,0.202,0.008,4.56,1.436,0.707,0.95,6.01,0.0,9.881,0.053,22.939,18.827,2.175,1.453,41.008,10.595
2012-11-10,8.752,0.044,17.498,15.51,1.415,0.511,32.829,10.605,0.201,0.008,4.602,1.451,0.716,0.954,6.067,0.0,8.953,0.052,22.1,16.961,2.131,1.465,38.896,10.605
2012-11-11,10.306,0.047,16.827,14.16,1.504,0.493,31.2,12.238,0.201,0.008,4.645,1.464,0.724,0.959,6.122,0.0,10.507,0.055,21.471,15.624,2.228,1.451,37.322,12.238
2012-11-12,19.153,0.054,28.049,46.534,1.868,5.202,60.673,17.864,0.201,0.008,4.687,1.475,0.73,0.963,6.176,0.0,19.353,0.062,32.735,48.009,2.598,6.166,66.849,17.864
2012-11-13,13.019,0.05,20.517,22.469,1.5,1.966,40.387,13.494,0.201,0.008,4.728,1.485,0.735,0.968,6.227,0.0,13.22,0.059,25.245,23.954,2.235,2.934,46.614,13.494
2012-11-14,10.888,0.049,18.421,17.483,1.344,1.123,35.102,12.278,0.201,0.009,4.77,1.493,0.738,0.973,6.277,0.0,11.089,0.058,23.191,18.976,2.083,2.095,41.379,12.278
2012-11-15,10.207,0.049,15.586,11.848,1.273,0.855,28.241,11.733,0.201,0.009,4.811,1.498,0.74,0.978,6.323,0.0,10.409,0.057,20.397,13.346,2.013,1.833,34.564,11.733
2012-11-16,9.45,0.048,14.328,9.74,1.275,0.815,25.311,11.24,0.202,0.009,4.857,1.503,0.741,0.984,6.374,0.0,9.651,0.057,19.185,11.242,2.016,1.798,31.685,11.24
2012-11-17,10.784,0.059,14.45,9.933,1.247,0.63,25.59,11.138,0.202,0.009,4.913,1.507,0.741,0.992,6.435,0.0,10.986,0.068,19.363,11.44,1.988,1.621,32.025,11.138
2012-11-18,23.719,0.071,14.516,10.039,1.234,0.6,25.743,10.869,0.202,0.009,4.979,1.512,0.742,1.001,6.506,0.0,23.921,0.08,19.495,11.551,1.976,1.602,32.249,10.869
2012-11-19,17.177,0.059,13.991,9.214,1.105,0.536,24.537,10.263,0.202,0.009,5.054,1.517,0.741,1.013,6.585,0.0,17.379,0.068,19.045,10.73,1.846,1.548,31.122,10.263
2012-11-20,13.616,0.057,13.767,8.874,1.075,0.539,24.027,9.979,0.202,0.009,5.137,1.522,0.741,1.026,6.673,0.0,13.818,0.066,18.903,10.396,1.816,1.564,30.7,9.979
2012-11-21,11.187,0.056,13.644,8.691,1.01,0.57,23.749,9.417,0.201,0.009,5.226,1.527,0.74,1.04,6.768,0.0,11.388,0.065,18.871,10.218,1.75,1.61,30.517,9.417
2012-11-22,9.599,0.056,14.434,9.908,1.007,0.525,25.554,9.617,0.201,0.009,5.322,1.532,0.74,1.056,6.869,0.0,9.8,0.065,19.756,11.44,1.747,1.581,32.423,9.617
2012-11-23,8.574,0.056,13.486,8.459,1.02,0.539,23.392,9.788,0.201,0.009,5.424,1.537,0.739,1.072,6.975,0.0,8.775,0.064,18.91,9.996,1.758,1.611,30.367,9.788
2012-11-24,7.236,0.055,13.033,7.812,0.992,0.569,22.375,9.335,0.2,0.009,5.529,1.543,0.737,1.09,7.086,0.0,7.436,0.064,18.563,9.355,1.73,1.659,29.461,9.335
2012-11-25,6.355,0.056,12.648,7.284,0.952,0.633,21.517,9.213,0.199,0.009,5.639,1.548,0.736,1.108,7.201,0.0,6.555,0.065,18.287,8.832,1.689,1.74,28.718,9.213
2012-11-26,5.855,0.056,12.398,6.954,1.025,0.607,20.966,9.534,0.199,0.009,5.751,1.553,0.735,1.127,7.319,0.0,6.054,0.064,18.149,8.507,1.76,1.734,28.285,9.534
2012-11-27,5.294,0.056,11.76,6.149,1.121,0.669,19.573,9.486,0.198,0.009,5.866,1.559,0.733,1.146,7.438,0.0,5.492,0.065,17.626,7.708,1.854,1.815,27.011,9.486
2012-11-28,4.684,0.055,10.809,5.053,0.975,0.664,17.538,8.947,0.197,0.009,5.981,1.564,0.732,1.166,7.559,0.0,4.882,0.064,16.79,6.617,1.707,1.83,25.097,8.947
2012-11-29,5.183,0.047,9.949,4.166,0.922,0.555,15.745,8.895,0.197,0.009,6.097,1.57,0.73,1.185,7.68,0.0,5.379,0.056,16.046,5.736,1.652,1.74,23.425,8.895
2012-11-30,5.247,0.057,10.375,4.593,0.904,0.807,16.628,8.519,0.196,0.009,6.212,1.576,0.729,1.205,7.801,0.0,5.443,0.066,16.588,6.169,1.633,2.012,24.429,8.519
2012-12-01,4.242,0.058,9.916,4.134,0.805,0.831,15.676,7.756,0.195,0.009,6.326,1.581,0.727,1.225,7.92,0.0,4.437,0.066,16.242,5.715,1.532,2.056,23.596,7.756
2012-12-02,3.901,0.058,9.768,3.992,0.862,0.833,15.373,8.445,0.195,0.009,6.438,1.587,0.726,1.244,8.037,0.0,4.096,0.067,16.206,5.579,1.588,2.077,23.41,8.445
2012-12-03,3.631,0.057,10.338,4.555,1.144,0.744,16.549,9.052,0.194,0.009,6.546,1.592,0.724,1.263,8.152,0.0,3.825,0.066,16.884,6.147,1.868,2.006,24.701,9.052
2012-12-04,3.458,0.057,9.765,3.989,0.977,0.763,15.367,8.318,0.193,0.009,6.651,1.598,0.723,1.281,8.262,0.0,3.651,0.066,16.417,5.587,1.7,2.044,23.629,8.318
2012-12-05,3.192,0.047,9.073,3.362,1.272,0.757,13.965,9.343,0.193,0.009,6.751,1.603,0.722,1.298,8.367,0.0,3.385,0.056,15.825,4.965,1.994,2.055,22.332,9.343
2012-12-06,3.341,0.039,10.992,5.255,1.582,0.809,17.926,9.314,0.192,0.009,6.846,1.609,0.721,1.314,8.467,0.0,3.533,0.047,17.838,6.863,2.302,2.123,26.393,9.314
2012-12-07,44.67,0.053,12.114,6.588,1.411,0.619,20.342,8.866,0.191,0.009,6.934,1.614,0.72,1.33,8.56,0.0,44.862,0.062,19.047,8.202,2.13,1.949,28.902,8.866
2012-12-08,35.24,0.064,12.234,6.742,1.122,1.148,20.606,8.239,0.191,0.009,7.015,1.62,0.719,1.344,8.646,0.0,35.431,0.072,19.249,8.361,1.84,2.492,29.252,8.239
2012-12-09,20.692,0.059,9.834,4.055,0.874,0.972,15.508,7.473,0.191,0.009,7.087,1.625,0.718,1.357,8.724,0.0,20.883,0.068,16.921,5.68,1.592,2.329,24.232,7.473
2012-12-10,14.078,0.048,8.825,3.151,0.789,0.832,13.469,7.046,0.19,0.009,7.151,1.63,0.718,1.368,8.793,0.0,14.269,0.057,15.976,4.781,1.507,2.2,22.262,7.046
2012-12-11,10.426,0.04,8.284,2.72,0.791,0.796,12.405,6.96,0.19,0.009,7.205,1.635,0.718,1.377,8.852,0.0,10.617,0.049,15.489,4.355,1.509,2.174,21.257,6.96
2012-12-12,8.339,0.033,8.122,2.598,0.777,0.746,12.091,6.752,0.19,0.009,7.249,1.64,0.718,1.385,8.901,0.0,8.529,0.042,15.371,4.238,1.495,2.131,20.992,6.752
2012-12-13,7.092,0.039,7.967,2.484,0.748,0.803,11.791,6.573,0.19,0.009,7.28,1.645,0.719,1.391,8.937,0.0,7.282,0.047,15.248,4.129,1.467,2.193,20.728,6.573
2012-12-14,6.105,0.039,7.426,2.108,0.745,0.857,10.759,6.295,0.191,0.009,7.3,1.65,0.719,1.394,8.962,0.0,6.296,0.048,14.726,3.758,1.464,2.251,19.721,6.295
2012-12-15,5.143,0.045,6.999,1.837,0.74,0.913,9.961,6.081,0.191,0.009,7.307,1.655,0.72,1.395,8.973,0.0,5.334,0.054,14.305,3.492,1.46,2.309,18.934,6.081
2012-12-16,4.475,0.045,6.754,1.691,0.775,0.891,9.51,5.907,0.192,0.009,7.305,1.66,0.722,1.395,8.976,0.0,4.667,0.054,14.059,3.351,1.498,2.286,18.486,5.907
2012-12-17,3.957,0.042,6.262,1.418,0.849,1.027,8.618,5.779,0.193,0.009,7.3,1.666,0.725,1.395,8.977,0.0,4.149,0.05,13.562,3.083,1.573,2.421,17.595,5.779
2012-12-18,4.307,0.046,6.768,1.699,1.01,0.865,9.535,5.753,0.194,0.009,7.292,1.672,0.728,1.394,8.976,0.0,4.501,0.055,14.06,3.371,1.738,2.259,18.511,5.753
2012-12-19,3.831,0.042,7.313,2.034,0.909,0.819,10.546,5.494,0.195,0.009,7.281,1.68,0.731,1.392,8.973,0.0,4.026,0.051,14.594,3.714,1.64,2.212,19.519,5.494
2012-12-20,3.218,0.034,6.525,1.56,0.809,0.829,9.093,5.283,0.197,0.009,7.268,1.688,0.736,1.391,8.967,0.0,3.416,0.043,13.794,3.248,1.545,2.22,18.06,5.283
2012-12-21,3.068,0.031,5.754,1.164,0.739,0.88,7.72,5.136,0.199,0.009,7.253,1.696,0.741,1.389,8.96,0.0,3.268,0.039,13.007,2.86,1.48,2.269,16.68,5.136
2012-12-22,3.173,0.035,5.596,1.091,0.776,0.851,7.445,5.035,0.202,0.009,7.234,1.705,0.746,1.387,8.951,0.0,3.375,0.044,12.831,2.796,1.522,2.238,16.396,5.035
2012-12-23,2.827,0.035,5.498,1.047,0.729,0.728,7.275,4.757,0.204,0.008,7.214,1.714,0.751,1.385,8.94,0.0,3.032,0.044,12.712,2.761,1.481,2.112,16.215,4.757
2012-12-24,2.607,0.029,5.016,0.846,0.689,0.772,6.457,4.623,0.207,0.008,7.192,1.724,0.757,1.382,8.927,0.0,2.814,0.037,12.208,2.57,1.447,2.154,15.384,4.623
2012-12-25,2.422,0.034,4.805,0.765,0.709,0.717,6.105,4.529,0.21,0.008,7.167,1.734,0.764,1.379,8.913,0.0,2.632,0.043,11.972,2.499,1.472,2.096,15.018,4.529
2012-12-26,2.474,0.039,4.999,0.839,0.843,0.706,6.429,4.59,0.213,0.008,7.141,1.744,0.77,1.376,8.897,0.0,2.687,0.048,12.14,2.583,1.613,2.083,15.326,4.59
2012-12-27,2.923,0.037,6.485,1.538,0.794,0.407,9.019,4.51,0.216,0.008,7.113,1.754,0.777,1.373,8.879,0.0,3.139,0.045,13.598,3.292,1.571,1.78,17.898,4.51
2012-12-28,2.6,0.038,5.899,1.233,0.682,0.531,7.973,4.32,0.219,0.008,7.083,1.764,0.784,1.37,8.859,0.0,2.819,0.046,12.982,2.998,1.466,1.901,16.832,4.32
2012-12-29,2.353,0.045,5.142,0.896,0.587,0.571,6.669,4.207,0.222,0.008,7.052,1.775,0.791,1.366,8.839,0.0,2.575,0.053,12.195,2.671,1.378,1.937,15.508,4.207
2012-12-30,2.393,0.037,4.89,0.797,0.77,0.652,6.246,4.237,0.226,0.008,7.02,1.785,0.798,1.362,8.816,0.0,2.619,0.045,11.91,2.582,1.568,2.015,15.062,4.237
2012-12-31,2.161,0.031,5.548,1.069,0.806,0.629,7.362,4.103,0.229,0.008,6.986,1.795,0.805,1.359,8.793,0.0,2.39,0.038,12.534,2.864,1.611,1.987,16.155,4.103
2013-01-01,1.776,0.032,4.805,0.765,0.604,0.64,6.106,3.937,0.232,0.007,6.952,1.815,0.812,1.355,8.778,0.0,2.008,0.039,11.757,2.581,1.416,1.995,14.884,3.937
2013-01-02,6.484,0.056,14.485,9.989,16.621,0.183,25.671,42.545,0.235,0.007,6.916,1.825,0.819,1.351,8.752,0.0,6.719,0.064,21.401,11.814,17.439,1.533,34.423,42.545
2013-01-03,20.23,0.091,48.93,169.99,29.62,3.241,125.178,36.274,0.239,0.007,6.879,1.834,0.825,1.347,8.725,0.0,20.469,0.098,55.809,171.824,30.445,4.587,133.903,36.274
2013-01-04,9.748,0.059,28.66,48.928,5.901,2.027,62.399,14.9,0.242,0.007,6.842,1.843,0.832,1.342,8.696,0.0,9.989,0.066,35.502,50.771,6.733,3.37,71.095,14.9
2013-01-05,6.233,0.041,16.843,14.192,3.025,1.215,31.239,9.897,0.244,0.007,6.804,1.851,0.838,1.338,8.667,0.0,6.477,0.048,23.647,16.043,3.863,2.553,39.906,9.897
2013-01-06,4.99,0.027,13.787,8.904,2.383,1.127,24.073,8.004,0.247,0.007,6.766,1.859,0.844,1.334,8.636,0.0,5.237,0.034,20.553,10.763,3.226,2.461,32.709,8.004
2013-01-07,4.372,0.022,12.772,7.452,2.04,1.063,21.792,7.28,0.25,0.007,6.728,1.866,0.849,1.33,8.605,0.0,4.622,0.029,19.499,9.318,2.889,2.393,30.397,7.28
2013-01-08,3.46,0.03,11.416,5.739,1.459,1.003,18.831,6.787,0.252,0.007,6.689,1.872,0.854,1.325,8.573,0.0,3.713,0.036,18.105,7.611,2.313,2.329,27.404,6.787
2013-01-09,2.842,0.027,10.248,4.463,2.098,1.012,16.363,6.201,0.254,0.007,6.65,1.878,0.858,1.321,8.54,0.0,3.097,0.034,16.898,6.341,2.956,2.333,24.903,6.201
2013-01-10,2.638,0.021,17.075,14.651,14.159,0.983,31.8,11.983,0.256,0.007,6.612,1.883,0.862,1.317,8.506,0.0,2.895,0.028,23.686,16.533,15.021,2.3,40.306,11.983
2013-01-11,2.211,0.027,17.46,15.432,5.49,0.989,32.737,8.04,0.258,0.006,6.573,1.886,0.866,1.313,8.471,0.0,2.469,0.033,24.033,17.319,6.356,2.302,41.208,8.04
2013-01-12,2.035,0.026,11.084,5.357,2.751,1.039,18.121,6.931,0.26,0.006,6.535,1.889,0.868,1.309,8.436,0.0,2.295,0.032,17.619,7.247,3.619,2.348,26.557,6.931
2013-01-13,2.031,0.029,8.61,2.975,2.335,0.944,13.044,6.624,0.261,0.006,6.497,1.891,0.87,1.305,8.4,0.0,2.292,0.036,15.107,4.866,3.205,2.248,21.444,6.624
2013-01-14,1.891,0.032,8.284,2.719,2.063,0.881,12.404,6.252,0.261,0.006,6.46,1.892,0.871,1.301,8.364,0.0,2.152,0.038,14.744,4.611,2.934,2.182,20.768,6.252
2013-01-15,8.346,0.031,9.633,3.864,2.875,0.106,15.096,11.599,0.262,0.006,6.424,1.891,0.872,1.297,8.327,0.0,8.607,0.038,16.057,5.755,3.746,1.403,23.423,11.599
2013-01-16,7.376,0.031,22.405,27.579,2.44,0.991,45.289,10.12,0.262,0.006,6.387,1.89,0.871,1.293,8.289,0.0,7.638,0.038,28.792,29.469,3.311,2.284,53.578,10.12
2013-01-17,7.639,0.083,17.107,14.715,2.616,0.282,31.878,9.719,0.262,0.006,6.349,1.888,0.871,1.289,8.248,0.0,7.9,0.09,23.456,16.603,3.487,1.571,40.126,9.719
2013-01-18,7.831,0.045,23.845,31.886,2.767,0.617,49.116,10.193,0.261,0.006,6.309,1.885,0.869,1.284,8.206,0.0,8.092,0.051,30.155,33.771,3.637,1.901,57.322,10.193
2013-01-19,5.477,0.024,23.0,29.316,1.94,0.586,46.862,8.758,0.261,0.006,6.268,1.882,0.868,1.279,8.162,0.0,5.738,0.031,29.268,31.198,2.808,1.864,55.024,8.758
2013-01-20,4.169,0.024,20.905,23.47,1.543,0.495,41.384,7.817,0.26,0.006,6.226,1.878,0.865,1.273,8.116,0.0,4.429,0.03,27.131,25.349,2.408,1.768,49.5,7.817
2013-01-21,3.317,0.02,18.506,17.672,1.208,0.445,35.314,7.306,0.259,0.007,6.182,1.874,0.863,1.267,8.068,0.0,3.576,0.027,24.689,19.546,2.071,1.712,43.382,7.306
2013-01-22,2.771,0.015,13.932,9.124,1.067,0.397,24.404,6.878,0.258,0.007,6.138,1.869,0.86,1.261,8.019,0.0,3.03,0.022,20.07,10.993,1.927,1.657,32.423,6.878
2013-01-23,2.297,0.014,10.981,5.242,0.968,0.452,17.902,6.545,0.257,0.007,6.092,1.863,0.856,1.254,7.967,0.0,2.554,0.02,17.073,7.105,1.824,1.706,25.869,6.545
2013-01-24,2.306,0.015,9.005,3.303,0.922,0.412,13.828,6.495,0.256,0.007,6.045,1.857,0.852,1.247,7.915,0.0,2.562,0.021,15.05,5.16,1.775,1.66,21.743,6.495
2013-01-25,2.041,0.016,9.024,3.319,0.844,0.361,13.866,6.251,0.254,0.007,5.997,1.851,0.848,1.241,7.861,0.0,2.295,0.023,15.021,5.17,1.692,1.601,21.727,6.251
2013-01-26,1.755,0.017,7.229,1.98,0.759,0.354,10.389,5.984,0.253,0.007,5.949,1.844,0.844,1.234,7.806,0.0,2.007,0.024,13.177,3.825,1.603,1.588,18.195,5.984
2013-01-27,1.578,0.018,6.389,1.485,0.685,0.359,8.846,5.788,0.251,0.007,5.899,1.837,0.84,1.226,7.749,0.0,1.829,0.025,12.288,3.323,1.525,1.586,16.595,5.788
2013-01-28,1.447,0.02,5.847,1.209,0.655,0.38,7.883,5.618,0.25,0.007,5.849,1.83,0.835,1.219,7.692,0.0,1.697,0.027,11.696,3.039,1.49,1.6,15.575,5.618
2013-01-29,1.4,0.018,5.732,1.154,0.62,0.345,7.682,5.495,0.248,0.007,5.798,1.822,0.83,1.212,7.634,0.0,1.648,0.025,11.531,2.976,1.45,1.558,15.316,5.495
2013-01-30,1.284,0.02,5.492,1.044,0.574,0.304,7.265,5.334,0.246,0.007,5.747,1.814,0.824,1.205,7.574,0.0,1.53,0.027,11.238,2.859,1.399,1.509,14.839,5.334
2013-01-31,1.019,0.019,5.234,0.934,0.526,0.335,6.825,5.171,0.244,0.007,5.694,1.806,0.819,1.198,7.514,0.0,1.263,0.026,10.929,2.74,1.345,1.533,14.339,5.171
2013-02-01,0.917,0.01,5.263,0.946,0.518,0.295,6.874,5.056,0.242,0.007,5.642,1.798,0.813,1.192,7.453,0.0,1.159,0.017,10.905,2.744,1.331,1.487,14.327,5.056
2013-02-02,0.885,0.015,4.782,0.757,0.493,0.279,6.068,4.925,0.241,0.007,5.589,1.789,0.808,1.185,7.392,0.0,1.126,0.022,10.371,2.546,1.301,1.464,13.46,4.925
2013-02-03,0.827,0.015,4.554,0.675,0.455,0.268,5.693,4.858,0.239,0.007,5.536,1.78,0.802,1.179,7.33,0.0,1.066,0.022,10.089,2.455,1.257,1.447,13.023,4.858
2013-02-04,2.932,0.037,4.772,0.753,0.637,0.061,6.051,5.932,0.237,0.007,5.482,1.771,0.796,1.173,7.268,0.0,3.169,0.044,10.254,2.524,1.433,1.234,13.319,5.932
2013-02-05,8.281,0.058,12.888,7.611,1.641,0.423,22.051,6.737,0.235,0.007,5.428,1.762,0.79,1.167,7.205,0.0,8.516,0.066,18.317,9.373,2.431,1.59,29.256,6.737
2013-02-06,3.326,0.024,9.695,3.922,0.768,0.588,15.223,5.194,0.234,0.007,5.375,1.753,0.785,1.162,7.142,0.0,3.56,0.032,15.07,5.676,1.553,1.75,22.365,5.194
2013-02-07,2.348,0.017,8.242,2.688,0.588,0.462,12.324,4.828,0.232,0.007,5.321,1.744,0.779,1.157,7.079,0.0,2.58,0.024,13.563,4.432,1.367,1.619,19.403,4.828
2013-02-08,1.896,0.033,7.89,2.428,0.498,0.402,11.642,4.629,0.23,0.007,5.267,1.735,0.773,1.153,7.016,0.0,2.126,0.04,13.156,4.163,1.271,1.555,18.658,4.629
2013-02-09,1.598,0.034,7.099,1.898,0.447,0.374,10.146,4.492,0.229,0.007,5.213,1.726,0.767,1.149,6.954,0.0,1.827,0.041,12.311,3.624,1.215,1.523,17.1,4.492
2013-02-10,1.416,0.033,6.026,1.296,0.432,0.448,8.198,4.601,0.228,0.007,5.159,1.717,0.762,1.146,6.891,0.0,1.643,0.04,11.185,3.013,1.193,1.594,15.089,4.601
2013-02-11,1.313,0.034,5.618,1.101,0.441,0.387,7.483,4.54,0.226,0.007,5.106,1.708,0.756,1.143,6.828,0.0,1.539,0.042,10.724,2.809,1.197,1.53,14.311,4.54
2013-02-12,1.332,0.037,4.397,0.622,0.413,0.332,5.439,4.388,0.225,0.008,5.052,1.699,0.751,1.141,6.766,0.0,1.557,0.045,9.449,2.321,1.164,1.472,12.205,4.388
2013-02-13,1.297,0.032,4.147,0.543,0.388,0.29,5.041,4.283,0.224,0.008,5.0,1.69,0.746,1.139,6.705,0.0,1.521,0.04,9.147,2.233,1.134,1.429,11.746,4.283
2013-02-14,1.19,0.025,4.256,0.577,0.371,0.245,5.214,4.17,0.224,0.008,4.947,1.681,0.741,1.138,6.644,0.0,1.413,0.033,9.203,2.258,1.111,1.384,11.858,4.17
2013-02-15,1.058,0.043,3.879,0.465,0.354,0.218,4.62,4.117,0.223,0.008,4.891,1.673,0.736,1.138,6.58,0.0,1.281,0.051,8.77,2.138,1.09,1.357,11.2,4.117
2013-02-16,1.005,0.037,3.748,0.429,0.344,0.184,4.419,4.079,0.222,0.007,4.829,1.665,0.732,1.138,6.509,0.0,1.226,0.044,8.577,2.095,1.076,1.322,10.928,4.079
2013-02-17,1.0,0.032,3.735,0.426,0.334,0.192,4.398,4.031,0.221,0.007,4.761,1.658,0.728,1.139,6.434,0.0,1.22,0.039,8.495,2.084,1.063,1.331,10.832,4.031
2013-02-18,0.962,0.021,3.735,0.426,0.325,0.154,4.398,3.91,0.22,0.007,4.687,1.652,0.725,1.139,6.353,0.0,1.181,0.029,8.421,2.077,1.051,1.293,10.751,3.91
2013-02-19,0.829,0.017,3.546,0.377,0.304,0.127,4.111,3.825,0.218,0.007,4.608,1.645,0.723,1.14,6.268,0.0,1.047,0.024,8.154,2.023,1.027,1.267,10.379,3.825
2013-02-20,0.793,0.038,3.549,0.378,0.294,0.125,4.116,3.764,0.217,0.007,4.524,1.64,0.72,1.14,6.178,0.0,1.01,0.046,8.074,2.018,1.015,1.265,10.294,3.764
2013-02-21,0.818,0.031,3.917,0.475,0.287,0.117,4.679,3.779,0.215,0.007,4.437,1.634,0.719,1.141,6.086,0.0,1.033,0.038,8.354,2.11,1.006,1.258,10.765,3.779
2013-02-22,0.899,0.018,4.022,0.506,0.285,0.103,4.843,3.762,0.214,0.007,4.347,1.629,0.717,1.141,5.99,0.0,1.112,0.025,8.369,2.135,1.002,1.244,10.833,3.762
2013-02-23,0.774,0.026,4.019,0.505,0.276,0.09,4.839,3.677,0.212,0.007,4.254,1.624,0.716,1.142,5.892,0.0,0.986,0.033,8.273,2.129,0.992,1.231,10.731,3.677
2013-02-24,0.729,0.032,3.804,0.444,0.263,0.084,4.505,3.613,0.21,0.007,4.159,1.62,0.714,1.142,5.792,0.0,0.94,0.038,7.963,2.064,0.978,1.226,10.297,3.613
2013-02-25,0.684,0.032,3.647,0.403,0.251,0.086,4.264,3.567,0.209,0.006,4.062,1.616,0.714,1.142,5.691,0.0,0.893,0.038,7.709,2.018,0.964,1.228,9.955,3.567
2013-02-26,0.657,0.053,3.506,0.367,0.243,0.093,4.051,3.521,0.207,0.006,3.965,1.611,0.713,1.142,5.588,0.0,0.863,0.06,7.471,1.979,0.956,1.235,9.639,3.521
2013-02-27,0.632,0.056,3.563,0.381,0.24,0.102,4.137,3.512,0.205,0.006,3.867,1.607,0.712,1.141,5.486,0.0,0.837,0.062,7.43,1.989,0.952,1.243,9.623,3.512
2013-02-28,0.6,0.05,3.59,0.388,0.237,0.102,4.178,3.426,0.203,0.006,3.769,1.603,0.711,1.14,5.384,0.0,0.803,0.056,7.359,1.991,0.949,1.243,9.562,3.426
2013-03-01,0.581,0.054,3.402,0.342,0.226,0.111,3.895,3.408,0.201,0.006,3.672,1.599,0.711,1.139,5.282,0.0,0.783,0.059,7.074,1.942,0.937,1.25,9.177,3.408
2013-03-02,0.584,0.052,3.38,0.337,0.224,0.138,3.863,3.461,0.199,0.006,3.576,1.595,0.71,1.137,5.182,0.0,0.784,0.058,6.956,1.933,0.934,1.276,9.045,3.461
2013-03-03,0.604,0.071,3.683,0.412,0.234,0.142,4.319,3.467,0.197,0.005,3.482,1.591,0.71,1.135,5.084,0.0,0.801,0.077,7.165,2.003,0.944,1.277,9.403,3.467
2013-03-04,0.58,0.039,4.132,0.539,0.229,0.145,5.017,3.395,0.196,0.005,3.391,1.587,0.709,1.132,4.988,0.0,0.775,0.044,7.523,2.126,0.938,1.278,10.005,3.395
